topic,repository_count,catalog_share
university,1,0.006896551724137931
unstable,1,0.006896551724137931
update,1,0.006896551724137931
upscaling,1,0.006896551724137931
uv,1,0.006896551724137931
uvicorn,1,0.006896551724137931
v8,1,0.006896551724137931
vector-search,1,0.006896551724137931
vector-similarity,1,0.006896551724137931
vector-store,1,0.006896551724137931
vertex-ai,1,0.006896551724137931
video,1,0.006896551724137931
video-deepfake,1,0.006896551724137931
videos,1,0.006896551724137931
views,1,0.006896551724137931
vim,1,0.006896551724137931
virtual-reality,1,0.006896551724137931
visualization,1,0.006896551724137931
vlm,1,0.006896551724137931
vocoder,1,0.006896551724137931
voice-cloning,1,0.006896551724137931
voice-conversion,1,0.006896551724137931
voice-synthesis,1,0.006896551724137931
vue-components,1,0.006896551724137931
vue3,1,0.006896551724137931
web-clipper,1,0.006896551724137931
web-components,1,0.006896551724137931
web-crawler,1,0.006896551724137931
web-data,1,0.006896551724137931
web-data-extraction,1,0.006896551724137931
web-performance,1,0.006896551724137931
web-scraper,1,0.006896551724137931
web-scraping,1,0.006896551724137931
web-search,1,0.006896551724137931
webapp,1,0.006896551724137931
webaudio,1,0.006896551724137931
webcam,1,0.006896551724137931
webcamera,1,0.006896551724137931
webcomponents,1,0.006896551724137931
webdav,1,0.006896551724137931
webgl2,1,0.006896551724137931
webgpu,1,0.006896551724137931
webkit,1,0.006896551724137931
webpack,1,0.006896551724137931
webrtc,1,0.006896551724137931
webscraping,1,0.006896551724137931
website,1,0.006896551724137931
websockets,1,0.006896551724137931
webxr,1,0.006896551724137931
whiteboard,1,0.006896551724137931
wifi,1,0.006896551724137931
wifi-security,1,0.006896551724137931
windows,1,0.006896551724137931
windsurf-ai,1,0.006896551724137931
work-management,1,0.006896551724137931
workflow-automation,1,0.006896551724137931
workflow-engine,1,0.006896551724137931
workflow-orchestration,1,0.006896551724137931
works-with-codespaces,1,0.006896551724137931
workshop,1,0.006896551724137931
xcode,1,0.006896551724137931
youtube-dl,1,0.006896551724137931
youtube-downloader,1,0.006896551724137931
yt-dlp,1,0.006896551724137931
zig,1,0.006896551724137931
ziglang,1,0.006896551724137931
